,Ambystoma altamirani,Ambystoma mexicanum,Ambystoma rivulare,Andrias japonicus,Aquiloeurycea cafetalera,Batrachoseps attenuatus,Batrachuperus tibetanus,Bolitoglossa franklini,Bolitoglossa lincolni,Chiropterotriton nubilus,Cryptobranchus alleganiensis,Cynops pyrrhogaster,Desmognathus monticola,Echinotriton andersoni,Ensatina eschscholtzii,Eurycea bislineata,Ichthyosaura alpestris,Lissotriton boscai,Lissotriton helveticus,Lissotriton vulgaris,Notophthalmus viridescens,Parvimolge townsendi,Plethodon cinereus,Plethodon glutinosus,Pseudoeurycea altamontana,Aquiloeurycea cephalica,Pseudoeurycea gadovii,Pseudoeurycea granitum,Pseudoeurycea leprosa,Pseudoeurycea longicauda,Pseudoeurycea lynchi,Pseudoeurycea melanomolga,Pseudoeurycea nigromaculata,Pseudoeurycea rex,Pseudoeurycea robertsi,Pseudoeurycea sp,Salamandra salamandra,Taricha granulosa,Taricha torosa,Triturus cristatus,Triturus marmoratus
Bacteria;Chloroflexi;Caldilineae;Caldilineales,0,0,0,0,0,0.008333333,0,0,0,0,0.006289308,0,0,0,0.004385965,0,0,0,0,0.003205128,0,0,0,0,0,0,0,0,0.009803922,0,0,0.016666667,0,0.041666667,0,0,0.008873457,0.00154321,0.014367816,0,0
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales,0,0,0,0,0,0,0,0,0.010416667,0,0.010220126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010964912,0,0.00462963,0,0,0,0,0
Bacteria;Chloroflexi;Chloroflexia;Herpetosiphonales,0,0,0,0,0,0,0,0,0,0,0.032232704,0,0,0,0,0,0,0.00308642,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000771605,0,0.002873563,0,0
Bacteria;Chloroflexi;Chloroflexia;Kallotenuales,0,0,0,0,0.000786164,0.000694444,0,0,0.104166667,0.010416667,0,0,0,0,0,0.003472222,0,0,0,0,0,0.001984127,0,0,0,0,0,0,0.00245098,0,0,0.166666667,0,0.01754386,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Chloroflexia;__,0,0,0,0,0,0.001388889,0,0,0,0,0.006289308,0,0,0,0.000730994,0,0,0,0,0,0,0,0,0,0.010416667,0,0,0,0.014705882,0.027777778,0,0.025,0,0.015350877,0.0625,0,0.001157407,0,0,0.001388889,0
Bacteria;Chloroflexi;Chloroflexia;unclassified_Chloroflexia,0.001322751,0,0,0,0.009433962,0.020833333,0,0.027777778,0,0.005208333,0.000786164,0,0.015151515,0,0.016081871,0.020833333,0.010752688,0.003858025,0,0.02724359,0.013333333,0.011904762,0.008487654,0.010416667,0,0,0,0.125,0.012254902,0,0,0.025,0,0.050438596,0.006944444,0,0.015817901,0.049382716,0.015804598,0.004166667,0
Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales,0,0,0,0,0,0,0,0,0,0,0.002358491,0,0,0,0,0,0,0,0,0,0,0,0,0.001388889,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales,0.003306878,0,0.000905797,0,0,0,0,0.069444444,0,0,0,0,0,0,0,0,0,0.011574074,0,0,0,0.033730159,0,0.000694444,0,0,0.047619048,0,0,0,0,0.133333333,0,0.052631579,0.006944444,0.018518519,0.00154321,0,0,0,0.12962963
Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacteridae,0,0,0.000905797,0,0,0,0,0,0.135416667,0,0.006289308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028508772,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Thermomicrobia;__,0,0,0,0,0,0,0,0.069444444,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006578947,0,0,0,0,0,0,0
Bacteria;Chloroflexi;__;__,0.044973545,0,0.003623188,0.00245098,0.009433962,0.025,0.302083333,0.013888889,0.197916667,0,0.012578616,0.024739583,0.018939394,0,0.025584795,0.079861111,0.028225806,0.013117284,0.041666667,0.046474359,0.045,0.003968254,0.030092593,0.031944444,0,0,0.023809524,0,0.014705882,0,0,0.008333333,0,0.046052632,0.020833333,0.023148148,0.06095679,0.023148148,0.00862069,0.020138889,0.027777778
Bacteria;Chloroflexi;unclassified_Chloroflexi;,0.031746032,0,0,0.014705882,0.019654088,0.041666667,0.072916667,0,0,0,0.004716981,0.0546875,0.003787879,0.009469697,0.046783626,0.003472222,0.079301075,0.012345679,0.023809524,0.060897436,0.005,0.013888889,0.00308642,0.022916667,0,0,0.041666667,0.041666667,0.007352941,0,0.003968254,0.066666667,0.05,0.004385965,0,0,0.137345679,0.030864198,0.066091954,0.044444444,0.006944444
Bacteria;Deferribacteres;Deferribacteres;Deferribacterales,0,0,0,0.051470588,0,0,0,0,0,0,0,0,0,0,0,0,0.009408602,0,0,0.012820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000385802,0,0,0,0
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales,0.039021164,0.017045455,0.009057971,0.066176471,0.014150943,0.029861111,0.010416667,0.180555556,0.03125,0,0.02672956,0.059895833,0.056818182,0.001893939,0.029239766,0.006944444,0.032258065,0.030864198,0.023809524,0.03525641,0.053333333,0.007936508,0.016203704,0.061111111,0.015625,0.023809524,0.023809524,0,0.004901961,0,0.007936508,0.175,0.075,0.539473684,0.0625,0.217592593,0.072530864,0.013117284,0.033045977,0.042361111,0.021990741
Bacteria;Deinococcus-Thermus;Deinococci;Thermales,0.005291005,0.009469697,0,0,0.002358491,0.002083333,0,0,0,0,0,0,0,0.003787879,0.001461988,0,0,0.005401235,0,0,0,0,0.002314815,0.276388889,0.015625,0,0,0,0.012254902,0,0,0.008333333,0.008333333,0,0.020833333,0,0.00308642,0.00154321,0,0.003472222,0
Bacteria;Deinococcus-Thermus;Deinococci;__,0.000661376,0,0.024456522,0,0.003930818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003968254,0,0,0,0,0,0.002314815,0,0,0,0
Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales,0.001322751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01754386,0,0.009259259,0,0,0,0,0
Bacteria;Elusimicrobia;Endomicrobia;CandidatusEndomicrobium,0.008597884,0,0,0,0,0,0,0,0,0,0.022012579,0,0,0,0,0,0.002688172,0,0,0.008012821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Elusimicrobia;__;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308642,0,0,0
Bacteria;Elusimicrobia;unclassified_Elusimicrobia;,0.03042328,0,0,0.009803922,0.020440252,0.033333333,0,0.083333333,0,0.020833333,0,0,0.011363636,0,0.015350877,0.017361111,0,0.015432099,0,0.006410256,0.008333333,0.021825397,0.00617284,0.036805556,0,0.011904762,0,0.194444444,0.029411765,0,0.009920635,0,0.008333333,0.026315789,0,0.013888889,0.046296296,0.005401235,0.018678161,0.000694444,0.017361111
Bacteria;Fibrobacteres;Chitinivibrionia;Chitinivibrionales,0.000661376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales,0,0,0.001811594,0,0,0,0,0,0,0,0.002358491,0,0,0,0,0,0,0,0,0,0,0,0,0.000694444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales,0.302910053,0.181818182,0.083333333,1.384803922,0.144654088,0.227777778,0.8125,4.041666667,11.63541667,0.755208333,0.622641509,0.765625,0.03030303,1.515151515,0.163011696,0.107638889,0.739247312,2.064814815,0.779761905,1.052884615,0.051666667,0.117063492,0.164351852,3.28125,0.416666667,0.416666667,0.583333333,0.180555556,0.482843137,1.041666667,0.14484127,0.283333333,0.708333333,4.035087719,0.715277778,3.958333333,0.659722222,0.162808642,0.280172414,1.180555556,1.033564815
Bacteria;Firmicutes;Bacilli;Lactobacillales,0.196428571,0.104166667,0.194746377,0.664215686,0.105345912,0.029861111,0.5,0.75,0.614583333,0.171875,0.202044025,0.7890625,1.837121212,0.204545455,0.058479532,1.621527778,0.405913978,0.616512346,0.857142857,1.674679487,1.608333333,0.10515873,1.152777778,1.60625,0.239583333,0.333333333,0.488095238,0.111111111,1.816176471,0.25,0.198412698,0.233333333,2.333333333,1.328947368,0.5,0.736111111,0.314814815,0.010030864,0.040229885,0.580555556,0.888888889
Bacteria;Firmicutes;Bacilli;__,0.001984127,0.001893939,0.144021739,0,0.007075472,0.027083333,0.052083333,0,0,0,0.003930818,0,0.007575758,0,0.006578947,0.017361111,0.002688172,0.011574074,0,0.049679487,0.006666667,0.013888889,0.017746914,0.068055556,0.03125,0.011904762,0.017857143,0.055555556,0.053921569,0.027777778,0.001984127,0.066666667,0.025,0.00877193,0.020833333,0,0.02662037,0,0.004310345,0.0125,0.003472222
Bacteria;Firmicutes;Bacilli;unclassified_Bacilli,0,0,0.001811594,0,0,0.003472222,0,0,0,0,0,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales,0.310846561,0.121212121,0.486413043,0.549019608,0.089622642,0.159722222,0.9375,0.208333333,0,0.098958333,0.176886792,2.25390625,0.15530303,1.384469697,0.34502924,0.072916667,1.592741935,4.468364198,0.5,1.259615385,0.498333333,0.029761905,0.199845679,0.840972222,0.161458333,0.202380952,1.470238095,0.013888889,0.169117647,0.208333333,0.182539683,0.1,0.408333333,0.234649123,0.236111111,1.032407407,2.507330247,8.625771605,0.04454023,1.610416667,3.166666667
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales,0.000661376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001344086,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0.001157407,0,0,0,0.003472222
Bacteria;Firmicutes;Clostridia;__,0.001322751,0,0.001811594,0,0,0.002777778,0,0,0,0,0,0,0,0.005681818,0.001461988,0.010416667,0.001344086,0.06095679,0,0.003205128,0.008333333,0.001984127,0.00154321,0.000694444,0,0,0,0,0,0,0.007936508,0,0.008333333,0,0,0,0.003472222,0.000771605,0,0.001388889,0.041666667
Bacteria;Firmicutes;Clostridia;unclassified_Clostridia,0,0,0,0,0,0.000694444,0,0,0,0,0,0,0,0.001893939,0,0,0,0,0,0,0,0,0,0.000694444,0,0,0,0,0,0,0,0,0,0,0,0,0.003858025,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales,0.001322751,0,0.000905797,0.00245098,0.002358491,0.0125,0.03125,0,0,0.005208333,0,0.0546875,0.003787879,0.041666667,0.032894737,0.006944444,0.033602151,0.112654321,0.029761905,0.022435897,0.061666667,0.009920635,0.020833333,0.027777778,0,0,0,0.013888889,0.012254902,0,0.003968254,0,0.033333333,0,0,0.037037037,0.065200617,0.175154321,0.00862069,0.032638889,0.146990741
Bacteria;Firmicutes;Negativicutes;Selenomonadales,0.003968254,0.001893939,0,0.071078431,0.002358491,0.000694444,0,0,0.270833333,0.010416667,0.025157233,0.06640625,0,0.009469697,0.094298246,0,0.028225806,0.081018519,0.101190476,0.232371795,0,0,0.00308642,0.079861111,0.015625,0.053571429,0.029761905,0.013888889,0.007352941,0,0.003968254,0.075,0.291666667,0.166666667,0.027777778,0.013888889,0.03742284,0.005401235,0.002873563,0.104861111,0.041666667
Bacteria;Firmicutes;__;__,0.021164021,0.005681818,0.014492754,0.328431373,0.052672956,0.102083333,0.21875,0,0.166666667,0.0625,0.044811321,0.059895833,0.053030303,0.051136364,0.066520468,0.055555556,1.129032258,0.645833333,0.083333333,0.286858974,0.11,0.03968254,0.144290123,0.084027778,0.109375,0.005952381,0.279761905,0.083333333,0.031862745,0.097222222,0.023809524,0.016666667,0.116666667,0.054824561,0.048611111,0.060185185,1.428626543,0.087962963,0.047413793,0.68125,0.363425926
Bacteria;Firmicutes;unclassified_Firmicutes;,0.002645503,0.003787879,0,0,0.010220126,0.004861111,0.020833333,0,0,0.010416667,0.008647799,0.001302083,0,0.005681818,0.001461988,0.017361111,0.001344086,0.024691358,0,0.006410256,0,0.001984127,0.008487654,0.001388889,0.005208333,0,0,0,0,0,0.023809524,0.008333333,0.008333333,0,0,0,0.009645062,0.00154321,0.001436782,0.003472222,0.010416667
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales,0.003306878,0.142045455,0.019927536,0.029411765,0.002358491,0.020833333,0.020833333,0,0.03125,0,0.119496855,0.015625,0.068181818,0.03219697,0.001461988,0.069444444,0.301075269,0.102623457,0.017857143,0.113782051,0.11,0.001984127,0.053240741,0.260416667,0.010416667,0.017857143,0,0,0.026960784,0,0.007936508,0,0.016666667,0.076754386,0.034722222,0.027777778,0.129243827,1.175925926,0.004310345,0.122222222,0.08912037
Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales,0.002645503,0.018939394,0.048007246,0.004901961,0,0.005555556,0,0.097222222,0.208333333,0,0.149371069,0,0,0,0.012426901,0,0,0,0,0,0,0,0,0.003472222,0.036458333,0,0.053571429,0,0.056372549,0,0,0.141666667,0.008333333,0.252192982,0.041666667,0.092592593,0.00462963,0.007716049,0.014367816,0.005555556,0
Bacteria;Hydrogenedentes;CandidatusHydrogenedens;,0.002645503,0,0,0,0.001572327,0.000694444,0.072916667,0,0.0625,0,0.000786164,0,0,0,0.005116959,0.006944444,0.001344086,0,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0.009259259,0,0.002873563,0.001388889,0
Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales,0.014550265,0,0.000905797,0.004901961,0.003144654,0.004166667,0.010416667,0,0,0,0.126572327,0.001302083,0,0,0.004385965,0.017361111,0.018817204,0.00308642,0.029761905,0,0.001666667,0,0.00154321,0,0,0,0,0,0,0,0,0.008333333,0,0.010964912,0,0,0.010416667,0.000771605,0.001436782,0.008333333,0
Bacteria;Latescibacteria;Latescibacteria_genera_incertae_sedis;,0.003968254,0,0,0,0,0.001388889,0,0,0,0,0,0.001302083,0,0,0.003654971,0.017361111,0,0,0,0.006410256,0,0,0.00462963,0.00625,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0.004243827,0,0.002873563,0,0
Bacteria;Lentisphaerae;Lentisphaeria;Victivallales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003858025,0,0,0
Bacteria;Lentisphaerae;Oligosphaeria;Oligosphaerales,0.000661376,0,0,0,0,0.000694444,0,0,0,0,0,0,0,0,0.000730994,0,0,0,0,0,0,0,0.000771605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000771605,0,0.004166667,0
Bacteria;Lentisphaerae;__;__,0,0,0,0,0,0,0,0,0,0,0.004716981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Lentisphaerae;unclassified_Lentisphaerae;,0,0,0,0,0,0,0,0,0,0,0.010220126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Microgenomates;Microgenomates_genera_incertae_sedis;,0,0,0,0,0.001572327,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001984127,0,0,0.002192982,0,0.013888889,0,0,0,0,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales,0,0,0,0,0,0,0,0,0.010416667,0,0.212264151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0.017857143,0,0,0.00245098,0.013888889,0,0,0,0.059210526,0,0,0,0,0,0,0
Bacteria;Omnitrophica;Omnitrophica_genera_incertae_sedis;,0,0,0,0,0,0,0,0,0,0,0.000786164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Parcubacteria;Parcubacteria_genera_incertae_sedis;,0.008597884,0,0.000905797,0,0.006289308,0.027083333,0,0.083333333,0.229166667,0,0.172169811,0.009114583,0,0,0.013888889,0,0.002688172,0.000771605,0,0.008012821,0,0.007936508,0,0.049305556,0.005208333,0.029761905,0.023809524,0.027777778,0.00245098,0,0.003968254,0.041666667,0,0.414473684,0.076388889,0.259259259,0.005787037,0.013117284,0.00862069,0,0.002314815
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales,0,0,0,0,0,0.002083333,0,0,0,0,0.043238994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063596491,0,0,0.000771605,0,0,0,0
Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales,0.003968254,0,0,0.007352941,0.003144654,0.013194444,0,0,0,0,0,0.00390625,0,0,0.018274854,0,0,0,0,0,0,0.005952381,0,0.013194444,0,0,0,0.013888889,0,0,0,0,0,0.00877193,0.013888889,0.013888889,0.000385802,0.008487654,0.028735632,0,0
Bacteria;Planctomycetes;Phycisphaerae;__,0,0,0,0.007352941,0,0,0,0,0,0,0.018081761,0,0,0,0,0,0,0,0,0,0,0,0.000771605,0,0,0,0,0,0,0,0,0,0,0.010964912,0,0,0,0,0,0.002083333,0
Bacteria;Planctomycetes;Phycisphaerae;unclassified_Phycisphaerae,0.001984127,0,0,0,0,0,0,0,0,0,0.000786164,0,0.003787879,0.001893939,0.001461988,0,0,0,0.005952381,0,0,0,0,0.000694444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Planctomycetes;Planctomycetia;CandidatusBrocadiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales,0.718253968,1.498106061,0.038949275,0.181372549,1.446540881,1.019444444,2.114583333,0.847222222,0.416666667,0.447916667,0.039308176,0.29296875,0.090909091,0.293560606,0.657894737,0.086805556,0.405913978,1.469135802,0.136904762,0.408653846,0.14,0.349206349,0.299382716,2.545833333,1.848958333,1.05952381,1.011904762,1.986111111,1.473039216,3.180555556,0.946428571,2.85,1.25,1.039473684,1.208333333,1.291666667,1.457947531,0.338734568,0.734195402,0.215277778,2.001157407
Bacteria;Planctomycetes;Planctomycetia;__,0.002645503,0,0,0,0.000786164,0.003472222,0,0,0,0,0.158805031,0,0,0,0.000730994,0,0,0.000771605,0,0,0,0,0,0.000694444,0,0.005952381,0,0,0,0,0.003968254,0,0.016666667,0,0,0,0.005015432,0.00154321,0.002873563,0.000694444,0.002314815
Bacteria;Planctomycetes;Planctomycetia;unclassified_Planctomycetia,0.017195767,0.064393939,0,0,0.007861635,0.052777778,0,0,0.010416667,0,0.049528302,0.018229167,0,0,0.032163743,0,0.004032258,0.002314815,0,0.001602564,0,0.007936508,0,0.018055556,0,0,0,0.083333333,0,0,0,0,0,0.037280702,0,0.00462963,0.06404321,0.010802469,0.028735632,0.002777778,0
Bacteria;Planctomycetes;__;__,0.037037037,0.049242424,0.001811594,0.004901961,0.120283019,0.072916667,0.114583333,0,0,0.005208333,0.014150943,0,0,0,0.041666667,0,0.004032258,0.041666667,0.011904762,0.016025641,0.005,0.011904762,0.020833333,0.115277778,0,0.005952381,0.005952381,0.083333333,0.039215686,0.083333333,0.033730159,0,0.05,0.01754386,0.027777778,0.00462963,0.044367284,0.008487654,0.018678161,0.004166667,0.048611111
Bacteria;Planctomycetes;unclassified_Planctomycetes;,0.003968254,0,0,0,0.003930818,0.032638889,0.010416667,0,0,0,0,0,0,0,0.020467836,0,0,0.008487654,0,0.004807692,0,0,0,0.031944444,0,0,0.005952381,0.027777778,0.00245098,0,0.003968254,0,0,0,0.076388889,0,0.040123457,0,0.020114943,0.004861111,0.003472222
Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_incertae_sedis,0.085978836,0.001893939,0,0.022058824,0.312893082,0.525694444,0,0.305555556,0.145833333,0.34375,0.001572327,0.0703125,0.083333333,0.071969697,0.418128655,0.069444444,0.036290323,0.087191358,0.023809524,0.020833333,0.083333333,0.132936508,0.371141975,0.423611111,0.078125,0,0.172619048,0.388888889,0.068627451,1.333333333,0.28968254,0.008333333,0.841666667,0.335526316,1.236111111,0.402777778,0.372299383,0.078703704,0.640804598,0.0125,0.079861111
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,0.371031746,0.119318182,0.315217391,0.365196078,1.148584906,1.1625,30.33333333,0.305555556,0.375,0.458333333,0.467767296,1.360677083,0.117424242,0.100378788,1.26754386,0.322916667,0.352150538,1.469907407,1.029761905,0.90224359,0.251666667,0.31547619,0.897376543,0.803472222,0.65625,0.291666667,0.291666667,0.847222222,0.117647059,0.180555556,0.484126984,0.583333333,0.508333333,0.445175439,0.881944444,0.25462963,0.90933642,0.423611111,1.367816092,0.349305556,0.552083333
Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales,0.007936508,0,0,0,0,0.016666667,0,0,0,0,0,0,0.018939394,0.001893939,0,0.010416667,0,0,0,0,0.008333333,0,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154321,0.000771605,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales,2.750661376,0.481060606,11.04528986,2.348039216,6.475628931,7.940277778,11.98958333,4.930555556,16.07291667,2.994791667,1.100628931,3.369791667,2.178030303,3.998106061,9.18128655,3.319444444,4.548387097,5.927469136,2.297619048,2.655448718,2.823333333,3.025793651,5.098765432,6.118055556,2.453125,0.976190476,1.779761905,9.583333333,0.941176471,2.597222222,3.803571429,2.483333333,8.766666667,6.070175439,4,4.912037037,7.969521605,2.962962963,8.441091954,1.750694444,5.137731481
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,0.293650794,0.75,1.641304348,0.715686275,0.27908805,0.440277778,6.197916667,0.069444444,0.3125,0.114583333,0.652515723,0.401041667,0.776515152,0.147727273,0.65497076,0.506944444,0.758064516,0.115740741,0.398809524,0.884615385,0.201666667,0.10515873,0.534722222,0.609027778,0.125,3.910714286,0.255952381,0.125,0.68872549,1.180555556,0.113095238,0.183333333,0.05,0.346491228,0.430555556,0.087962963,0.799382716,0.905092593,0.420977011,0.225,0.108796296
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,0.828042328,0.21780303,0.367753623,1.078431373,1.249213836,1.561111111,0.979166667,0.708333333,1.21875,1.098958333,0.25,0.44921875,0.401515152,0.231060606,1.46125731,0.340277778,0.217741935,1.888888889,0.25,1.168269231,0.4,0.873015873,3.608796296,2.678472222,1.494791667,0.214285714,0.642857143,1.25,0.225490196,1.986111111,1.001984127,0.825,2.775,1.953947368,1.986111111,1.537037037,1.625385802,0.756944444,1.527298851,0.169444444,1.579861111
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,0,0,0.005434783,0,0,0,0,0.013888889,0.177083333,0,0.08254717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035087719,0,0.009259259,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11,0,0,0.012681159,0,0,0,0,0,0,0,0.002358491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales,0.003306878,0,0,0.009803922,0.011792453,0.007638889,0,0,0,0,0,0.0078125,0,0.001893939,0.013157895,0,0,0.002314815,0,0,0,0.007936508,0.007716049,0.005555556,0.005208333,0,0,0.013888889,0,0.041666667,0.003968254,0,0.066666667,0.00877193,0,0.00462963,0.006558642,0.00154321,0.011494253,0.002083333,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales,0.35515873,0.041666667,0,0.120098039,0.294811321,0.482638889,0,1.138888889,1.427083333,0.151041667,2.067610063,0.1640625,0,0.357954545,0.790935673,0,0.115591398,0.43132716,0.160714286,0.198717949,0,0.253968254,0.135802469,0.559027778,0,0,0,0.555555556,0.046568627,0.027777778,0.051587302,0.15,0.2,1.984649123,0.138888889,0.708333333,0.566743827,0.271604938,0.520114943,0.2,0.186342593
Bacteria;Proteobacteria;Alphaproteobacteria;__,1.056878307,1.321969697,1.171195652,2.468137255,4.29009434,2.923611111,14.69791667,0.444444444,0.34375,2.557291667,0.745283019,1.002604167,0.973484848,0.941287879,3.451023392,1.895833333,0.893817204,2.262345679,0.642857143,0.713141026,1.698333333,3.242063492,1.328703704,1.33125,1.359375,1.214285714,1.744047619,4.305555556,0.759803922,0.569444444,4.158730159,1.625,2.233333333,0.688596491,1.763888889,0.662037037,1.937885802,1.037808642,2.602011494,0.425,1.603009259
Bacteria;Proteobacteria;Alphaproteobacteria;unclassified_Alphaproteobacteria,0.01521164,0.056818182,0.000905797,0.007352941,0.162735849,0.249305556,0,0,0,0.083333333,0.006289308,0.01171875,0,0.204545455,0.203216374,0,0.001344086,0.0625,0,0.02724359,0,0.073412698,0.037808642,0.15,0,0,0.005952381,0.222222222,0.009803922,0.111111111,0.14484127,0.008333333,0.133333333,0.01754386,0.076388889,0.018518519,0.262345679,0.098765432,0.290229885,0.0125,0.042824074
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales,1.05489418,5.931818182,11.73641304,0.262254902,0.330974843,0.596527778,0.333333333,2.972222222,4.197916667,0.083333333,21.2413522,0.85546875,0.147727273,0.089015152,0.340643275,0.09375,0.567204301,2.194444444,0.273809524,0.522435897,4.761666667,0.166666667,0.728395062,2.683333333,1.557291667,1.130952381,0.791666667,0.597222222,0.676470588,0.291666667,0.234126984,0.958333333,0.05,6.673245614,1.694444444,4.703703704,0.375,1.021604938,0.742816092,0.534722222,1.373842593
Bacteria;Proteobacteria;Betaproteobacteria;Ferritrophicales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030701754,0,0.018518519,0,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales,0.016534392,0,0,0.017156863,0,0.002777778,0.041666667,0,0,0,0.000786164,0.010416667,0.003787879,0,0.005847953,0.003472222,0.008064516,0,0,0.022435897,0,0,0.028549383,0.279166667,0,0,0,0,0,0,0,0,0,0,0,0.023148148,0.004243827,0,0.002873563,0.022916667,0
Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales,0,0,0,0,0,0,0,0.069444444,0.010416667,0,0.029874214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131578947,0,0.050925926,0,0,0,0,0
