,Ambystoma altamirani,Ambystoma mexicanum,Ambystoma rivulare,Andrias japonicus,Aquiloeurycea cafetalera,Batrachoseps attenuatus,Batrachuperus tibetanus,Bolitoglossa franklini,Bolitoglossa lincolni,Chiropterotriton nubilus,Cryptobranchus alleganiensis,Cynops pyrrhogaster,Desmognathus monticola,Echinotriton andersoni,Ensatina eschscholtzii,Eurycea bislineata,Ichthyosaura alpestris,Lissotriton boscai,Lissotriton helveticus,Lissotriton vulgaris,Notophthalmus viridescens,Parvimolge townsendi,Plethodon cinereus,Plethodon glutinosus,Pseudoeurycea altamontana,Aquiloeurycea cephalica,Pseudoeurycea gadovii,Pseudoeurycea granitum,Pseudoeurycea leprosa,Pseudoeurycea longicauda,Pseudoeurycea lynchi,Pseudoeurycea melanomolga,Pseudoeurycea nigromaculata,Pseudoeurycea rex,Pseudoeurycea robertsi,Pseudoeurycea sp,Salamandra salamandra,Taricha granulosa,Taricha torosa,Triturus cristatus,Triturus marmoratus
Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_incertae_sedis;unclassified_Gammaproteobacteria_incertae_sedis,0,4.545454545,0,0,0,3.333333333,0,0,0,0,0,0,0,0,3.50877193,0,3.225806452,0,0,0,0,0,1.851851852,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.925925926,3.703703704,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae,0,0,0,0,0,3.333333333,0,33.33333333,75,12.5,7.547169811,0,0,0,1.754385965,0,0,1.851851852,0,0,0,0,1.851851852,3.333333333,12.5,28.57142857,28.57142857,0,5.882352941,33.33333333,9.523809524,0,20,78.94736842,33.33333333,100,2.777777778,1.851851852,0,0,2.777777778
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae,0,0,0,0,0,0,0,66.66666667,0,0,3.773584906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.57894737,0,11.11111111,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae,25.3968254,0,0,11.76470588,1.886792453,11.66666667,0,0,0,0,45.28301887,37.5,18.18181818,9.090909091,7.01754386,25,22.58064516,11.11111111,14.28571429,50,12,0,20.37037037,10,0,0,0,33.33333333,0,33.33333333,0,0,20,5.263157895,0,0,24.07407407,72.22222222,3.448275862,45,8.333333333
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0,0,1.851851852,0,0,0,0,0,5.882352941,0,0,0,0,15.78947368,0,44.44444444,0,0,0,0,2.777777778
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,20.63492063,4.545454545,0,5.882352941,20.75471698,40,25,0,0,12.5,1.886792453,37.5,45.45454545,9.090909091,49.12280702,50,19.35483871,18.51851852,28.57142857,53.84615385,32,19.04761905,40.74074074,13.33333333,0,0,0,33.33333333,0,0,23.80952381,0,40,5.263157895,16.66666667,0,23.14814815,20.37037037,48.27586207,23.33333333,11.11111111
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillales_incertae_sedis,63.49206349,9.090909091,0,5.882352941,11.32075472,21.66666667,0,0,0,37.5,0,0,0,18.18181818,19.29824561,8.333333333,16.12903226,33.33333333,0,7.692307692,8,0,18.51851852,1.666666667,0,0,14.28571429,33.33333333,0,0,19.04761905,0,0,0,16.66666667,0,43.51851852,31.48148148,27.5862069,8.333333333,25
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;__,0,0,13.04347826,0,3.773584906,6.666666667,25,0,0,0,16.98113208,3.125,0,0,3.50877193,8.333333333,0,12.96296296,0,7.692307692,0,0,16.66666667,0,12.5,71.42857143,14.28571429,0,11.76470588,33.33333333,0,20,0,0,16.66666667,0,3.703703704,0,3.448275862,1.666666667,2.777777778
Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae,0,0,0,0,1.886792453,1.666666667,0,0,0,0,1.886792453,0,0,0,0,0,0,0,0,0,0,4.761904762,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.925925926,0,0,0,2.777777778
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae,4.761904762,4.545454545,0,23.52941176,11.32075472,0,0,0,0,12.5,1.886792453,21.875,0,9.090909091,5.263157895,8.333333333,6.451612903,24.07407407,28.57142857,57.69230769,0,4.761904762,12.96296296,21.66666667,50,28.57142857,28.57142857,0,41.17647059,0,4.761904762,40,20,15.78947368,50,22.22222222,24.07407407,0,3.448275862,38.33333333,13.88888889
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae,65.07936508,68.18181818,23.91304348,94.11764706,75.47169811,18.33333333,75,100,75,87.5,71.69811321,87.5,18.18181818,90.90909091,28.07017544,8.333333333,100,96.2962963,71.42857143,88.46153846,20,85.71428571,22.22222222,65,50,42.85714286,57.14285714,100,64.70588235,66.66666667,71.42857143,60,60,100,66.66666667,100,95.37037037,9.259259259,44.82758621,96.66666667,77.77777778
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae,100,100,100,100,100,100,100,100,100,100,84.90566038,100,100,100,100,100,100,100,100,100,100,100,100,96.66666667,100,100,71.42857143,100,88.23529412,100,100,80,100,100,100,100,100,100,100,100,97.22222222
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;__,7.936507937,4.545454545,21.73913043,0,0,1.666666667,25,0,25,0,0,0,0,0,0,0,12.90322581,0,0,3.846153846,0,0,0,1.666666667,12.5,0,14.28571429,33.33333333,0,0,0,0,0,10.52631579,0,11.11111111,7.407407407,0,3.448275862,1.666666667,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;unclassified_Pseudomonadales,11.11111111,0,0,5.882352941,15.09433962,61.66666667,25,0,0,0,0,3.125,63.63636364,9.090909091,28.07017544,83.33333333,6.451612903,5.555555556,14.28571429,3.846153846,52,9.523809524,38.88888889,6.666666667,0,0,0,100,5.882352941,0,4.761904762,20,60,0,16.66666667,11.11111111,43.51851852,12.96296296,41.37931034,10,2.777777778
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.78947368,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae,39.68253968,0,0,0,18.86792453,13.33333333,0,0,0,25,0,6.25,18.18181818,4.545454545,7.01754386,33.33333333,6.451612903,25.92592593,28.57142857,26.92307692,16,14.28571429,25.92592593,10,0,0,14.28571429,66.66666667,5.882352941,0,14.28571429,0,20,0,33.33333333,0,25,5.555555556,10.34482759,13.33333333,41.66666667
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichales_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,14.28571429,28.57142857,0,11.76470588,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;__,0,0,0,0,1.886792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae,7.936507937,18.18181818,67.39130435,11.76470588,3.773584906,0,0,33.33333333,0,12.5,0,6.25,100,9.090909091,0,100,9.677419355,9.259259259,28.57142857,7.692307692,100,0,64.81481481,1.666666667,0,0,0,0,0,0,4.761904762,0,20,21.05263158,0,22.22222222,7.407407407,0,0,11.66666667,5.555555556
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae,41.26984127,0,4.347826087,5.882352941,13.20754717,43.33333333,0,100,50,12.5,79.24528302,0,63.63636364,45.45454545,36.84210526,25,9.677419355,38.88888889,0,0,44,4.761904762,35.18518519,1.666666667,0,0,14.28571429,0,5.882352941,33.33333333,0,0,20,89.47368421,0,100,27.77777778,18.51851852,20.68965517,6.666666667,27.77777778
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae,96.82539683,100,97.82608696,100,90.56603774,100,100,100,100,100,86.79245283,100,100,100,96.49122807,100,100,87.03703704,100,100,100,100,100,98.33333333,100,100,57.14285714,100,64.70588235,66.66666667,100,60,100,100,100,100,98.14814815,74.07407407,96.55172414,100,91.66666667
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;__,1.587301587,0,0,0,0,0,0,0,0,0,33.96226415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.05263158,16.66666667,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;unclassified_Xanthomonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.78947368,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;__;__,100,95.45454545,63.04347826,100,94.33962264,98.33333333,100,66.66666667,75,100,98.11320755,100,100,100,96.49122807,100,100,96.2962963,85.71428571,100,100,95.23809524,100,100,87.5,100,85.71428571,100,82.35294118,66.66666667,100,100,100,84.21052632,100,55.55555556,99.07407407,98.14814815,100,100,94.44444444
Bacteria;Proteobacteria;Gammaproteobacteria;unclassified_Gammaproteobacteria;,31.74603175,0,0,11.76470588,54.71698113,55,0,0,0,37.5,0,9.375,0,22.72727273,35.0877193,0,3.225806452,25.92592593,0,0,0,33.33333333,25.92592593,10,12.5,0,0,100,5.882352941,33.33333333,38.0952381,0,60,10.52631579,33.33333333,0,34.25925926,31.48148148,41.37931034,5,36.11111111
Bacteria;Proteobacteria;Oligoflexia;Oligoflexales;Oligoflexaceae,0,0,0,0,0,0,0,0,0,0,26.41509434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263157895,0,0,0,0,0,0,0
Bacteria;Proteobacteria;__;__;__,100,100,84.7826087,100,98.11320755,100,100,100,50,100,100,100,100,95.45454545,100,91.66666667,90.32258065,92.59259259,100,100,100,100,100,90,62.5,100,71.42857143,100,47.05882353,66.66666667,100,80,100,94.73684211,83.33333333,100,93.51851852,100,93.10344828,100,94.44444444
Bacteria;Proteobacteria;unclassified_Proteobacteria;;__,0,0,0,0,0,0,0,0,0,0,5.660377358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;SR1;SR1_genera_incertae_sedis;;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,0,0,0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Leptospiraceae,0,0,0,0,0,0,0,0,0,0,56.60377358,0,0,0,0,8.333333333,12.90322581,0,14.28571429,7.692307692,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,15.78947368,0,0,0,1.851851852,0,0,0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae,12.6984127,0,0,47.05882353,7.547169811,3.333333333,0,33.33333333,0,12.5,35.8490566,3.125,27.27272727,4.545454545,1.754385965,25,12.90322581,16.66666667,28.57142857,11.53846154,12,9.523809524,9.259259259,1.666666667,0,14.28571429,14.28571429,0,0,0,9.523809524,0,40,5.263157895,0,0,15.74074074,11.11111111,0,21.66666667,8.333333333
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae,0,0,0,0,0,0,0,0,0,0,0,9.375,0,9.090909091,0,0,25.80645161,1.851851852,0,3.846153846,0,0,0,1.666666667,0,0,0,0,0,0,0,20,0,0,0,0,11.11111111,0,0,6.666666667,0
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae,1.587301587,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,8.771929825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,0,0,0,0,0.925925926,3.703703704,3.448275862,0,0
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;unclassified_Entomoplasmatales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Tenericutes;Mollicutes;__;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.78947368,0,11.11111111,0,0,0,0,0
Bacteria;Tenericutes;Mollicutes;unclassified_Mollicutes;,0,18.18181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,0,0,0,0,0,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,0,0,2.777777778
Bacteria;Thermotogae;Thermotogae;Thermotogales;Fervidobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777777778,0,0,5,0
Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae,0,0,13.04347826,0,0,0,0,100,50,0,41.50943396,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,42.85714286,42.85714286,0,11.76470588,0,0,0,0,89.47368421,16.66666667,100,0,0,0,0,0
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae,0,0,0,0,0,0,0,0,0,0,45.28301887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263157895,0,0,0,0,0,0,0
Bacteria;Verrucomicrobia;Opitutae;__;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263157895,0,11.11111111,0,0,0,0,0
Bacteria;Verrucomicrobia;Opitutae;unclassified_Opitutae;,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.84210526,0,22.22222222,0,0,0,0,0
Bacteria;Verrucomicrobia;Spartobacteria;Spartobacteria_genera_incertae_sedis;,71.42857143,63.63636364,6.52173913,29.41176471,69.81132075,73.33333333,0,66.66666667,25,62.5,5.660377358,15.625,0,27.27272727,75.43859649,0,12.90322581,50,14.28571429,50,0,52.38095238,25.92592593,45,12.5,0,14.28571429,66.66666667,5.882352941,33.33333333,80.95238095,20,100,63.15789474,33.33333333,77.77777778,62.96296296,25.92592593,75.86206897,38.33333333,77.77777778
Bacteria;Verrucomicrobia;Spartobacteria;Terrimicrobium;,0,0,2.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.05263158,0,22.22222222,0,0,0,0,0
Bacteria;Verrucomicrobia;Spartobacteria;__;__,0,0,2.173913043,0,0,0,0,66.66666667,0,0,16.98113208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,52.63157895,0,55.55555556,0,0,0,0,0
Bacteria;Verrucomicrobia;Spartobacteria;unclassified_Spartobacteria;,0,0,0,0,0,0,0,0,50,0,16.98113208,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,42.85714286,42.85714286,0,41.17647059,0,0,80,0,63.15789474,50,77.77777778,0,0,0,0,0
Bacteria;Verrucomicrobia;Subdivision3;Limisphaera;,80.95238095,36.36363636,0,41.17647059,79.24528302,90,50,0,0,100,0,56.25,90.90909091,36.36363636,80.70175439,83.33333333,45.16129032,55.55555556,42.85714286,46.15384615,84,66.66666667,90.74074074,51.66666667,12.5,0,14.28571429,100,5.882352941,33.33333333,90.47619048,20,100,0,33.33333333,0,67.59259259,57.40740741,89.65517241,48.33333333,58.33333333
Bacteria;Verrucomicrobia;Subdivision3;Subdivision3_genera_incertae_sedis;,0,0,15.2173913,0,0,0,0,100,25,0,79.24528302,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,28.57142857,42.85714286,0,35.29411765,0,0,0,0,94.73684211,0,100,0,0,0,0,0
Bacteria;Verrucomicrobia;Subdivision3;__;__,49.20634921,0,0,23.52941176,35.8490566,36.66666667,0,0,0,62.5,0,18.75,54.54545455,0,29.8245614,50,16.12903226,31.48148148,14.28571429,30.76923077,24,28.57142857,46.2962963,41.66666667,12.5,0,14.28571429,0,0,33.33333333,38.0952381,0,80,10.52631579,33.33333333,11.11111111,55.55555556,25.92592593,41.37931034,23.33333333,19.44444444
Bacteria;Verrucomicrobia;Subdivision3;unclassified_Subdivision3;,52.38095238,0,0,5.882352941,35.8490566,36.66666667,0,0,0,62.5,0,9.375,0,0,15.78947368,0,0,18.51851852,0,23.07692308,0,9.523809524,27.77777778,33.33333333,12.5,0,14.28571429,33.33333333,5.882352941,33.33333333,47.61904762,0,20,0,33.33333333,0,44.44444444,16.66666667,44.82758621,13.33333333,22.22222222
Bacteria;Verrucomicrobia;Subdivision5;Subdivision5_genera_incertae_sedis;,20.63492063,9.090909091,0,17.64705882,1.886792453,5,0,0,0,12.5,0,3.125,27.27272727,13.63636364,7.01754386,8.333333333,74.19354839,7.407407407,14.28571429,19.23076923,0,0,14.81481481,5,0,0,14.28571429,0,0,0,0,0,0,0,0,0,23.14814815,24.07407407,0,28.33333333,2.777777778
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae,9.523809524,9.090909091,26.08695652,0,7.547169811,5,0,100,25,0,84.90566038,0,0,4.545454545,10.52631579,0,3.225806452,48.14814815,14.28571429,3.846153846,0,9.523809524,0,0,37.5,42.85714286,28.57142857,0,0,0,0,0,0,78.94736842,50,66.66666667,9.259259259,1.851851852,10.34482759,1.666666667,11.11111111
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;unclassified_Verrucomicrobiales,33.33333333,63.63636364,0,17.64705882,30.18867925,35,0,0,0,0,0,28.125,0,18.18181818,59.64912281,0,22.58064516,0,71.42857143,11.53846154,0,19.04761905,0,5,0,0,14.28571429,33.33333333,0,0,9.523809524,0,20,0,16.66666667,0,27.77777778,44.44444444,65.51724138,18.33333333,11.11111111
Bacteria;Verrucomicrobia;__;__;__,69.84126984,86.36363636,4.347826087,29.41176471,58.49056604,63.33333333,0,33.33333333,0,62.5,62.26415094,37.5,72.72727273,36.36363636,45.61403509,58.33333333,35.48387097,37.03703704,57.14285714,34.61538462,64,23.80952381,46.2962963,21.66666667,62.5,42.85714286,71.42857143,66.66666667,29.41176471,33.33333333,38.0952381,40,80,52.63157895,66.66666667,44.44444444,60.18518519,74.07407407,55.17241379,25,22.22222222
Bacteria;Verrucomicrobia;unclassified_Verrucomicrobia;;__,15.87301587,54.54545455,0,17.64705882,11.32075472,25,0,0,0,12.5,0,15.625,0,4.545454545,17.54385965,16.66666667,6.451612903,12.96296296,14.28571429,15.38461538,0,4.761904762,24.07407407,3.333333333,50,57.14285714,28.57142857,33.33333333,0,0,19.04761905,20,60,0,50,0,28.7037037,9.259259259,20.68965517,13.33333333,19.44444444
Bacteria;__;__;__;__,100,100,100,100,98.11320755,100,100,100,100,100,100,100,100,86.36363636,100,100,100,100,100,100,100,95.23809524,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.37037037,100,100,100,100
Bacteria;candidatedivisionWPS-1;WPS-1_genera_incertae_sedis;;__,46.03174603,0,8.695652174,23.52941176,62.26415094,88.33333333,25,66.66666667,75,75,49.05660377,21.875,0,22.72727273,78.94736842,0,25.80645161,57.40740741,14.28571429,42.30769231,24,42.85714286,48.14814815,50,62.5,42.85714286,85.71428571,100,35.29411765,66.66666667,61.9047619,60,100,89.47368421,66.66666667,88.88888889,73.14814815,29.62962963,82.75862069,16.66666667,75
Bacteria;candidatedivisionWPS-2;WPS-2_genera_incertae_sedis;;__,34.92063492,0,0,0,26.41509434,16.66666667,0,33.33333333,25,75,0,9.375,0,9.090909091,12.28070175,0,0,59.25925926,0,11.53846154,12,19.04761905,31.48148148,23.33333333,25,42.85714286,28.57142857,66.66666667,5.882352941,33.33333333,38.0952381,20,40,47.36842105,33.33333333,55.55555556,41.66666667,7.407407407,20.68965517,5,83.33333333
Bacteria;unclassified_Bacteria;;__;__,96.82539683,95.45454545,80.43478261,82.35294118,98.11320755,100,100,100,100,100,77.35849057,93.75,90.90909091,72.72727273,100,83.33333333,83.87096774,98.14814815,100,92.30769231,88,80.95238095,85.18518519,93.33333333,75,57.14285714,71.42857143,100,41.17647059,66.66666667,90.47619048,80,100,100,100,100,87.03703704,100,100,91.66666667,100
