,Ambystoma altamirani,Ambystoma mexicanum,Ambystoma rivulare,Andrias japonicus,Aquiloeurycea cafetalera,Batrachoseps attenuatus,Batrachuperus tibetanus,Bolitoglossa franklini,Bolitoglossa lincolni,Chiropterotriton nubilus,Cryptobranchus alleganiensis,Cynops pyrrhogaster,Desmognathus monticola,Echinotriton andersoni,Ensatina eschscholtzii,Eurycea bislineata,Ichthyosaura alpestris,Lissotriton boscai,Lissotriton helveticus,Lissotriton vulgaris,Notophthalmus viridescens,Parvimolge townsendi,Plethodon cinereus,Plethodon glutinosus,Pseudoeurycea altamontana,Aquiloeurycea cephalica,Pseudoeurycea gadovii,Pseudoeurycea granitum,Pseudoeurycea leprosa,Pseudoeurycea longicauda,Pseudoeurycea lynchi,Pseudoeurycea melanomolga,Pseudoeurycea nigromaculata,Pseudoeurycea rex,Pseudoeurycea robertsi,Pseudoeurycea sp,Salamandra salamandra,Taricha granulosa,Taricha torosa,Triturus cristatus,Triturus marmoratus
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae,0.172619048,0.142045455,0,0.041666667,0.034591195,0.022916667,0.0625,0,0,0.010416667,0.25,0.032552083,0.049242424,0.005681818,0.034356725,0.03125,0.016129032,0.031635802,0.142857143,0.068910256,0.051666667,0,0.020833333,0.01875,0,0,0.005952381,0,0.004901961,0,0.003968254,0,0.041666667,0.00877193,0.027777778,0,0.054012346,0.182098765,0.038793103,0.065277778,0.012731481
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae,0.012566138,0,0.036231884,0.085784314,0.011006289,0.029166667,0.020833333,0,0,0,0,0.0234375,0,0.028409091,0.006578947,0,0.287634409,0.152006173,0.041666667,0.086538462,0.01,0.001984127,0.00462963,0,0,0.011904762,0.625,0,0.007352941,0,0.089285714,0.025,0.008333333,0.002192982,0.034722222,0.013888889,0.098765432,0.00308642,0.002873563,0.049305556,0.099537037
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;__,0.017857143,0.007575758,0.073369565,0.019607843,0.006289308,0.024305556,0.104166667,0,0,0,0.618710692,0,0.026515152,0.005681818,0.048245614,0.013888889,0.029569892,0.006944444,0,0.009615385,0.016666667,0,0.023148148,0.007638889,0,0,0.047619048,0,0,0,0.021825397,0,0.058333333,0.070175439,0,0.083333333,0.032407407,0.172839506,0.017241379,0.048611111,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;unclassified_Bacteroidales,0,0,0,0.00245098,0.001572327,0,0,0,0,0,0.468553459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0,0.00462963,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Catalimonadaceae,0,0,0,0,0.001572327,0.004166667,0,0,0,0,0,0,0,0,0.006578947,0,0.004032258,0,0,0,0,0.011904762,0,0,0,0,0,0.013888889,0,0,0,0,0,0,0,0,0.000771605,0,0.005747126,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Chryseolinea,0,0,0,0,0,0,0,0.013888889,0.21875,0,0.005503145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122807018,0,0.162037037,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae,0,0,0,0,0,0,0,0,0,0,0.181603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004385965,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae,2.492724868,0.107954545,0.073369565,2.541666667,0.654874214,1.2625,0.104166667,0.180555556,0.072916667,0.067708333,0.77908805,2.171875,0.193181818,0.077651515,1.510964912,0.28125,0.435483871,0.355709877,0.333333333,0.766025641,0.191666667,0.212301587,0.136574074,0.56875,0.322916667,0.291666667,0.178571429,1.263888889,0.066176471,0.069444444,0.285714286,0.941666667,0.633333333,0.396929825,0.597222222,0.078703704,1.844521605,0.867283951,1.238505747,0.845138889,0.246527778
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae,0.006613757,0.047348485,0,0,0.007861635,0.0125,0,0,0,0,0,0,0.007575758,0.005681818,0.010233918,0.024305556,0.001344086,0.00462963,0,0.006410256,0.03,0.001984127,0.003858025,0.009027778,0.1875,0.047619048,0.029761905,0,0.009803922,0,0.001984127,0.016666667,0,0.004385965,0.111111111,0,0.007330247,0.003858025,0.002873563,0.004166667,0.003472222
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Ohtaekwangia,0.097222222,0,0,0.088235294,0.066823899,0.56875,0,0,0.020833333,0.036458333,0.003144654,0.100260417,0.083333333,0,0.305555556,0.069444444,0.012096774,0.423611111,0.023809524,0.049679487,0.036666667,0.023809524,0.030864198,0.088194444,0,0,0.011904762,0.111111111,0,0.138888889,0.015873016,0.008333333,0.241666667,0.074561404,0.034722222,0,0.384259259,0.134259259,0.426724138,0.039583333,0.376157407
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;__,1.077380952,0.140151515,0.015398551,0.693627451,0.11163522,0.830555556,0,0.083333333,0.010416667,0.036458333,1.218553459,0.494791667,0.026515152,0.068181818,0.850146199,0.166666667,0.080645161,0.093364198,0.154761905,0.288461538,0.116666667,0.047619048,0.094135802,0.086805556,0,0.089285714,0.023809524,0.111111111,0.009803922,0,0.107142857,0.125,0.1,0.13377193,0.118055556,0.023148148,0.449459877,0.37654321,0.716954023,0.079861111,0.103009259
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;unclassified_Cytophagales,0,0,0.012681159,0,0,0,0,0,0,0,0.451257862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae,0.949074074,2.268939394,0,1.87745098,0.076257862,0.477777778,0.552083333,0,0,0.052083333,0.599056604,0.458333333,0.340909091,0.721590909,0.374269006,0.6875,2.426075269,0.704475309,0.863095238,1.261217949,0.28,0.136904762,0.358796296,1.815277778,0.197916667,0,0.119047619,0.097222222,0.044117647,0.027777778,0.035714286,0.008333333,0.091666667,0.010964912,0.069444444,0,0.717978395,5.814814815,0.320402299,1.3125,0.299768519
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae,1.428571429,12.32007576,0.226449275,11.00490196,1.028301887,1.931944444,1.864583333,0.458333333,0.510416667,0.177083333,6.934748428,7.752604167,0.087121212,24.64204545,2.674707602,0.118055556,20.14247312,5.346450617,16.81547619,11.41346154,0.03,0.347222222,0.665123457,1.355555556,0.0625,0.023809524,0.005952381,1.375,0.019607843,0.027777778,0.30952381,0,0.358333333,0.791666667,0.152777778,1.453703704,6.293981481,1.475308642,1.721264368,12.91180556,3.283564815
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;__,0.017857143,0,0,0,0.031446541,0.543055556,0.125,0,0,0,0.203616352,0.006510417,0.303030303,3.339015152,0.175438596,0.625,0.114247312,0.030092593,0,0.046474359,0.341666667,0.007936508,0.406635802,0.014583333,0.052083333,0.25,0.023809524,0.041666667,0.019607843,0,0.003968254,0,0.016666667,0.019736842,0.0625,0,0.08757716,0.249228395,0.076149425,0.034722222,0.061342593
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Aliifodinibius,0,0,0,0,0,0,0.010416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae,2.496693122,8.712121212,0.019021739,2.242647059,1.527515723,3.104166667,0.447916667,0.236111111,0.166666667,0.458333333,1.266509434,1.45703125,0.477272727,16.15340909,2.905701754,0.555555556,0.643817204,1.25,0.726190476,1.078525641,0.401666667,0.765873016,0.835648148,1.522222222,0.536458333,0.55952381,0.720238095,3.625,0.475490196,1.722222222,1.035714286,1,1.783333333,0.905701754,1.631944444,0.37037037,2.456790123,2.25154321,2.403735632,0.789583333,0.952546296
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Rhodothermaceae,0,0,0,0,0.003144654,0.000694444,0,0,0,0,0.003930818,0,0,0,0.002192982,0.003472222,0,0.005401235,0,0.003205128,0.001666667,0,0,0.014583333,0.005208333,0,0,0,0,0,0,0.025,0,0.010964912,0.013888889,0,0.05787037,0,0.001436782,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae,0,0.160984848,0,0,0.009433962,0.03125,0,0,0,0,0.500786164,0,0,0,0.035818713,0,0,0,0,0.004807692,0,0,0,0.035416667,0,0,0,0,0,0,0.007936508,0,0,0.006578947,0,0,0.03279321,0.00154321,0.018678161,0.002083333,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae,1.112433862,0.037878788,0.026268116,4.617647059,1.218553459,5.094444444,0.041666667,0.833333333,0.125,0.5625,0.076257862,2.369791667,0.291666667,3.261363636,6.42251462,0.854166667,4.897849462,3.861111111,9.18452381,5.341346154,0.476666667,1.23015873,1.520833333,0.803472222,0.609375,0.154761905,0.43452381,1.763888889,0.12254902,0.555555556,0.575396825,0.066666667,0.483333333,0.640350877,1.590277778,0.708333333,2.93287037,1.721450617,4.765804598,3.856944444,2.413194444
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;__,0.096560847,0.001893939,0.014492754,0.031862745,0.004716981,0.011111111,0,0.013888889,0.166666667,0,0.047955975,0.084635417,0.102272727,0.001893939,0.035087719,0.041666667,0.02688172,0.014660494,0.125,0.206730769,0.013333333,0.003968254,0.014660494,0.008333333,0,0.017857143,0,0.027777778,0,0,0.003968254,0,0,0.054824561,0,0.101851852,0.160493827,0.13117284,0.011494253,0.032638889,0.008101852
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;unclassified_Sphingobacteriales,0.076719577,0.1875,0,0.017156863,0,0.008333333,0,0.027777778,0,0.005208333,0,0.076822917,0,0.007575758,0.011695906,0,0.012096774,0.00308642,0.077380952,0.03525641,0,0.007936508,0.000771605,0.002777778,0,0,0,0.041666667,0,0,0.001984127,0,0.066666667,0.070175439,0,0.037037037,0.079475309,0.033950617,0.005747126,0.019444444,0
Bacteria;Bacteroidetes;__;__;__,0.831349206,0.573863636,8.614130435,1.723039216,0.247641509,0.704166667,0.229166667,0.125,0.072916667,0.09375,5.225628931,0.595052083,0.348484848,0.073863636,1.113304094,0.340277778,0.307795699,0.30941358,0.68452381,0.559294872,0.298333333,0.186507937,0.356481481,0.251388889,0.119791667,0.345238095,0.244047619,0.722222222,0.051470588,0,0.16468254,0.066666667,0.508333333,0.197368421,0.298611111,0.310185185,0.963348765,1.351851852,0.346264368,0.518055556,0.212962963
Bacteria;Bacteroidetes;unclassified_Bacteroidetes;;__,0.079365079,0,0.004528986,0.029411765,0.008647799,0.004166667,0,0.013888889,0.010416667,0,0.077830189,0.075520833,0,0,0.002923977,0,0,0,0,0.022435897,0,0,0,0.004166667,0,0,0,0,0,0,0.001984127,0,0.033333333,0.076754386,0,0.013888889,0.054783951,0.042438272,0,0.007638889,0.010416667
Bacteria;CandidatusSaccharibacteria;Saccharibacteria_genera_incertae_sedis;;__,0.001322751,0,0.00634058,0.00245098,0,0.010416667,0,0.111111111,0.21875,0,0.053459119,0,0.015151515,0.013257576,0.007309942,0.027777778,0,0,0,0,0.006666667,0,0.00617284,0,0.109375,0.113095238,0.053571429,0,0.039215686,0,0,0,0,0.541666667,0.0625,0.087962963,0,0.000771605,0,0,0
Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Chlamydiaceae,0,0,0,0,0,1.536805556,0,3.902777778,0.114583333,0,0,0,0,0,0.802631579,0.010416667,0,0.011574074,0,0,0,0,0.405092593,0,1.239583333,0.970238095,0.458333333,0,8.887254902,1.194444444,0,0.458333333,0,4.078947368,0.486111111,8.518518519,0.00154321,0.729166667,1.882183908,0,0
Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Parachlamydiaceae,0,0,0,0,0,0,0,0.013888889,0.010416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379385965,0,0.157407407,0,0,0,0,0
Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;__,0,0,0,0,0,0,0,9.972222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149122807,0,0.143518519,0,0,0,0,0
Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;unclassified_Chlamydiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002192982,0,0,0,0,0,0,0
Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae,0.009920635,0,0,0.024509804,0.01336478,0.003472222,0,0,0,0,0,0.013020833,0,0,0.005116959,0,0,0.005401235,0.017857143,0,0,0,0.000771605,0,0,0,0,0.055555556,0,0.041666667,0,0.033333333,0,0,0,0,0.00617284,0.020061728,0.001436782,0.001388889,0.002314815
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae,0.005952381,0.001893939,0.003623188,0.009803922,0.007075472,0.008333333,0.6875,0,0,0,0.376572327,0.013020833,0.041666667,0,0.011695906,0.045138889,0.008064516,0.010030864,0.011904762,0.011217949,0.046666667,0,0.050925926,0.018055556,0.010416667,0,0,0.013888889,0,0,0.001984127,0.033333333,0,0.006578947,0,0,0.004243827,0.00462963,0,0.005555556,0
Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae,0,0,0,0,0,0.008333333,0,0,0,0,0.006289308,0,0,0,0.004385965,0,0,0,0,0.003205128,0,0,0,0,0,0,0,0,0.009803922,0,0,0.016666667,0,0.041666667,0,0,0.008873457,0.00154321,0.014367816,0,0
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexineae,0,0,0,0,0,0,0,0,0.010416667,0,0.010220126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010964912,0,0.00462963,0,0,0,0,0
Bacteria;Chloroflexi;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae,0,0,0,0,0,0,0,0,0,0,0.032232704,0,0,0,0,0,0,0.00308642,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000771605,0,0.002873563,0,0
Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;Kallotenuaceae,0,0,0,0,0.000786164,0.000694444,0,0,0.104166667,0.010416667,0,0,0,0,0,0.003472222,0,0,0,0,0,0.001984127,0,0,0,0,0,0,0.00245098,0,0,0.166666667,0,0.01754386,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Chloroflexia;__;__,0,0,0,0,0,0.001388889,0,0,0,0,0.006289308,0,0,0,0.000730994,0,0,0,0,0,0,0,0,0,0.010416667,0,0,0,0.014705882,0.027777778,0,0.025,0,0.015350877,0.0625,0,0.001157407,0,0,0.001388889,0
Bacteria;Chloroflexi;Chloroflexia;unclassified_Chloroflexia;,0.001322751,0,0,0,0.009433962,0.020833333,0,0.027777778,0,0.005208333,0.000786164,0,0.015151515,0,0.016081871,0.020833333,0.010752688,0.003858025,0,0.02724359,0.013333333,0.011904762,0.008487654,0.010416667,0,0,0,0.125,0.012254902,0,0,0.025,0,0.050438596,0.006944444,0,0.015817901,0.049382716,0.015804598,0.004166667,0
Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae,0,0,0,0,0,0,0,0,0,0,0.002358491,0,0,0,0,0,0,0,0,0,0,0,0,0.001388889,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004385965,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Thermosporotrichaceae,0.001984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308642,0,0,0,0,0,0.000694444,0,0,0,0,0,0,0,0.025,0,0.026315789,0.006944444,0,0.000771605,0,0,0,0.087962963
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;__,0.000661376,0,0,0,0,0,0,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033730159,0,0,0,0,0.011904762,0,0,0,0,0.05,0,0.021929825,0,0.018518519,0,0,0,0,0
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;unclassified_Ktedonobacterales,0.000661376,0,0.000905797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008487654,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0.058333333,0,0,0,0,0.000771605,0,0,0,0.041666667
Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacteridae;Sphaerobacterales,0,0,0.000905797,0,0,0,0,0,0.135416667,0,0.006289308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028508772,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Thermomicrobia;__;__,0,0,0,0,0,0,0,0.069444444,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006578947,0,0,0,0,0,0,0
Bacteria;Chloroflexi;__;__;__,0.044973545,0,0.003623188,0.00245098,0.009433962,0.025,0.302083333,0.013888889,0.197916667,0,0.012578616,0.024739583,0.018939394,0,0.025584795,0.079861111,0.028225806,0.013117284,0.041666667,0.046474359,0.045,0.003968254,0.030092593,0.031944444,0,0,0.023809524,0,0.014705882,0,0,0.008333333,0,0.046052632,0.020833333,0.023148148,0.06095679,0.023148148,0.00862069,0.020138889,0.027777778
Bacteria;Chloroflexi;unclassified_Chloroflexi;;__,0.031746032,0,0,0.014705882,0.019654088,0.041666667,0.072916667,0,0,0,0.004716981,0.0546875,0.003787879,0.009469697,0.046783626,0.003472222,0.079301075,0.012345679,0.023809524,0.060897436,0.005,0.013888889,0.00308642,0.022916667,0,0,0.041666667,0.041666667,0.007352941,0,0.003968254,0.066666667,0.05,0.004385965,0,0,0.137345679,0.030864198,0.066091954,0.044444444,0.006944444
Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae,0,0,0,0.051470588,0,0,0,0,0,0,0,0,0,0,0,0,0.009408602,0,0,0.012820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000385802,0,0,0,0
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae,0.039021164,0.017045455,0.007246377,0.066176471,0.006289308,0.008333333,0.010416667,0.180555556,0.03125,0,0.025943396,0.057291667,0.053030303,0.001893939,0.011695906,0.006944444,0.02688172,0.026234568,0.023809524,0.03525641,0.053333333,0.005952381,0.016203704,0.061111111,0.015625,0.023809524,0.023809524,0,0.004901961,0,0.007936508,0.1,0.075,0.537280702,0.0625,0.203703704,0.020447531,0.013117284,0.002873563,0.042361111,0.020833333
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae,0,0,0,0,0.007861635,0.021527778,0,0,0,0,0.000786164,0.002604167,0.003787879,0,0.01754386,0,0.005376344,0.00462963,0,0,0,0.001984127,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0.013888889,0.052083333,0,0.030172414,0,0.001157407
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;__,0,0,0.001811594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;unclassified_Deinococcales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002192982,0,0,0,0,0,0,0
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae,0.005291005,0.009469697,0,0,0.002358491,0.002083333,0,0,0,0,0,0,0,0.003787879,0.001461988,0,0,0.005401235,0,0,0,0,0.002314815,0.276388889,0.015625,0,0,0,0.012254902,0,0,0.008333333,0.008333333,0,0.020833333,0,0.00308642,0.00154321,0,0.003472222,0
Bacteria;Deinococcus-Thermus;Deinococci;__;__,0.000661376,0,0.024456522,0,0.003930818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003968254,0,0,0,0,0,0.002314815,0,0,0,0
Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae,0.001322751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01754386,0,0.009259259,0,0,0,0,0
Bacteria;Elusimicrobia;Endomicrobia;CandidatusEndomicrobium;,0.008597884,0,0,0,0,0,0,0,0,0,0.022012579,0,0,0,0,0,0.002688172,0,0,0.008012821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Elusimicrobia;__;__;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308642,0,0,0
Bacteria;Elusimicrobia;unclassified_Elusimicrobia;;__,0.03042328,0,0,0.009803922,0.020440252,0.033333333,0,0.083333333,0,0.020833333,0,0,0.011363636,0,0.015350877,0.017361111,0,0.015432099,0,0.006410256,0.008333333,0.021825397,0.00617284,0.036805556,0,0.011904762,0,0.194444444,0.029411765,0,0.009920635,0,0.008333333,0.026315789,0,0.013888889,0.046296296,0.005401235,0.018678161,0.000694444,0.017361111
Bacteria;Fibrobacteres;Chitinivibrionia;Chitinivibrionales;Chitinivibrionaceae,0.000661376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae,0,0,0.001811594,0,0,0,0,0,0,0,0.002358491,0,0,0,0,0,0,0,0,0,0,0,0,0.000694444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae,0.000661376,0,0,0.004901961,0.000786164,0.004166667,0,3.333333333,10.25,0,0,0.006510417,0,0.003787879,0.000730994,0,0.00672043,0.023148148,0,0,0,0.001984127,0.028549383,0.104861111,0,0.023809524,0.041666667,0,0,0,0,0,0,2.912280702,0,3.00462963,0.000385802,0,0,0.000694444,0.056712963
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae1,0.103174603,0.015151515,0,0.661764706,0.004716981,0.038194444,0.03125,0,0.34375,0,0.011006289,0.104166667,0,0.03030303,0.013157895,0.003472222,0.220430108,0.476851852,0,0.02724359,0.005,0.009920635,0.011574074,0.123611111,0,0,0,0.027777778,0.00245098,0,0.01984127,0,0.066666667,0.096491228,0,0.018518519,0.085648148,0.026234568,0.037356322,0.022222222,0.107638889
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae2,0.003968254,0.007575758,0.004528986,0.00245098,0.000786164,0.011111111,0,0,0.041666667,0,0,0.010416667,0.007575758,0.001893939,0.010233918,0,0,0.000771605,0,0,0,0,0.000771605,0.024305556,0.03125,0,0.005952381,0,0.019607843,0,0.003968254,0,0,0.006578947,0.020833333,0.013888889,0.007716049,0.00308642,0.002873563,0.002083333,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_IncertaeSedisX,0,0,0,0,0,0.000694444,0,0,0,0,0,0,0,0,0.000730994,0,0,0,0,0,0,0,0,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_IncertaeSedisXI,0,0,0,0,0,0,0,0,0,0,0.010220126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0.023809524,0.011904762,0,0.029411765,0,0,0.008333333,0,0.028508772,0,0.009259259,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_IncertaeSedisXII,0,0,0,0,0,0,0,0.027777778,0,0,0.336477987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0.023809524,0,0,0.017156863,0.041666667,0,0.116666667,0,0.01754386,0.277777778,0.041666667,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005681818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008333333,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae,0,0,0,0,0,0.000694444,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026041667,0,0.005952381,0,0,0,0,0,0,0.015350877,0.013888889,0.009259259,0,0.00154321,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae1,0.010582011,0.005681818,0,0.129901961,0.003144654,0.047222222,0,0.013888889,0,0.020833333,0.000786164,0.118489583,0,0.043560606,0.019005848,0,0.166666667,0.374228395,0.279761905,0.240384615,0.005,0,0.020833333,0.377777778,0.015625,0.011904762,0.136904762,0.027777778,0.014705882,0.444444444,0.051587302,0.008333333,0.033333333,0.046052632,0,0.032407407,0.077546296,0.010030864,0.100574713,0.698611111,0.116898148
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007575758,0,0,0,0,0,0.008012821,0,0,0,0.002083333,0,0,0,0,0.004901961,0,0,0,0,0,0,0,0.001157407,0,0,0,0.001157407
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae,0.058201058,0.041666667,0,0.041666667,0.017295597,0.0625,0,0.263888889,0.166666667,0.005208333,0.055031447,0.010416667,0.007575758,0.267045455,0.051169591,0,0.002688172,0.094907407,0,0.048076923,0.016666667,0.005952381,0.017746914,0.248611111,0.005208333,0.017857143,0.017857143,0.027777778,0.009803922,0,0.005952381,0,0.033333333,0.105263158,0.027777778,0.222222222,0.114583333,0.044753086,0.07183908,0.023611111,0.164351852
Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000730994,0,0,0,0,0,0,0,0,0,0,0.005952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae,0.081349206,0.104166667,0,0.416666667,0.031446541,0.030555556,0.125,0.375,0.364583333,0.0625,0.034591195,0.442708333,0,0.015151515,0.040935673,0.020833333,0.266129032,0.842592593,0.416666667,0.565705128,0,0.047619048,0.041666667,1.894444444,0.130208333,0.101190476,0.06547619,0.069444444,0.095588235,0.111111111,0.033730159,0.041666667,0.433333333,0.686403509,0.166666667,0.5,0.22492284,0.054783951,0.028735632,0.331944444,0.300925926
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae1,0.000661376,0,0,0,0.000786164,0,0,0,0,0,0,0,0,0,0,0,0,0.009259259,0,0.003205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000385802,0,0.004310345,0.002083333,0.017361111
